General Style,ID,Style,Secondary routes,Tempo / key,Mood arc,Vocal cue,Core palette,Template
"Club, EDM, House & Trance",progressive-house-melodic-edm_0002,Progressive House / Melodic EDM,—,136 BPM; Bb major,"The track opens with a somber and introspective mood, establishing a sense of vulnerability through sparse instrumentation.",Singer A (Male).,"A bright, plucked synthesizer lead carries the main melodic hook, entering subtly in the intro and becoming the dominant force during the drops and choruses.",templates/progressive-house-melodic-edm_0002.txt
"Club, EDM, House & Trance",progressive-house-melodic-electronic_0001,Progressive House / Melodic Electronic,electronic-synth-ambient-pop,128 BPM; G minor,"The track opens with a spacious, melancholic atmosphere that gradually accumulates tension through layered textures.",Singer A (Male).,"A bright, saw-wave lead synthesizer carries the main melodic hook, entering fully during the choruses and drops with a distinct, cutting presence.",templates/progressive-house-melodic-electronic_0001.txt
"Club, EDM, House & Trance",progressive-house-melodic-trance_0001,Progressive House / Melodic Trance,—,130 BPM; Eb major,"The track opens with a wistful and atmospheric melancholy, establishing a sense of longing through sparse instrumentation.",Singer A (Female).,"A lush, evolving supersaw synthesizer pad serves as the harmonic backbone, present from the Intro through the Outro, shifting from a soft, filtered tone in the verses to a bright, full-frequency presence in the choruses.",templates/progressive-house-melodic-trance_0001.txt
"Club, EDM, House & Trance",progressive-house-vocal-dance_0001,Progressive House / Vocal Dance,—,133 BPM; A minor,"The track opens with a moody, atmospheric tension that gradually builds through the verses, creating a sense of anticipation.",Singer A (Female).,"A bright, saw-wave synthesizer lead carries the main melodic hook, entering fully in the first chorus and recurring throughout the track with slight variations in filter cutoff and modulation.",templates/progressive-house-vocal-dance_0001.txt
"Club, EDM, House & Trance",progressive-house-vocal-trance_0001,Progressive House / Vocal Trance,—,133 BPM; Eb major,"The track opens with an ethereal and spacious atmosphere, establishing a sense of cosmic wonder.",Singer A (Male) and Singer B (Female).,"A supersaw-style lead synthesizer serves as the core melodic driver during the choruses and drops, characterized by a bright, detuned, and soaring timbre.",templates/progressive-house-vocal-trance_0001.txt
"Club, EDM, House & Trance",progressive-house-vocal-trance_0002,Progressive House / Vocal Trance,—,140 BPM; C major,"The track opens with a spacious, atmospheric melancholy that gradually builds tension through layered instrumentation.",Singer A (Female).,"A bright, saw-wave lead synthesizer carries the main melodic hook during the drops, characterized by a sharp attack and long release.",templates/progressive-house-vocal-trance_0002.txt
"Club, EDM, House & Trance",progressive-house-vocal-trance_0003,Progressive House / Vocal Trance,—,128 BPM; Bb major,"The track opens with an atmospheric and slightly melancholic mood, establishing a sense of anticipation.","A female lead vocalist delivers the performance with a clear, breathy, and emotive timbre.","A bright, supersaw-style synthesizer serves as the primary melodic driver during the choruses and drops, delivering the main hook with a wide, detuned stereo image.",templates/progressive-house-vocal-trance_0003.txt
"Club, EDM, House & Trance",progressive-house-vocal-trance_0004,Progressive House / Vocal Trance,—,130 BPM; B major,"The track opens with a somber, atmospheric melancholy that gradually builds tension through the verses.",Singer A (Female).,"A bright, supersaw lead synthesizer carries the main melodic hook, entering forcefully at the first drop and recurring as the central motif throughout the track.",templates/progressive-house-vocal-trance_0004.txt
"Club, EDM, House & Trance",trance-c-pop-electronic_0001,Trance / C-Pop Electronic,east-asian-modern,140 BPM; A major,"The track opens with an atmospheric and anticipatory mood, gradually layering rhythmic elements to build kinetic energy.",Singer A (Male).,"A bright, saw-wave lead synthesizer carries the main melodic hook, entering fully at the first chorus and returning for every subsequent peak section.",templates/trance-c-pop-electronic_0001.txt
"Club, EDM, House & Trance",trance-hard-dance_0001,Trance / Hard Dance,—,140 BPM; C minor,"The track opens with an atmospheric and commanding mood, establishing a sense of grandeur through echoing vocals and swelling pads.",Singer A (Male).,"A supersaw lead synthesizer with a sharp attack and wide stereo spread serves as the main melodic hook, entering forcefully at the first drop and recurring throughout the high-energy sections.",templates/trance-hard-dance_0001.txt
"Club, EDM, House & Trance",trance-vocal-electronic-dance-music_0001,Trance / Vocal Electronic Dance Music,—,136 BPM; C# minor,"The piece opens with an ethereal and spacious atmosphere, establishing a sense of cosmic wonder that remains restrained during the verses.",Singer A (Female).,"A bright, saw-wave lead synthesizer carries the main melodic hook, entering fully in the first chorus and recurring as the dominant melodic voice throughout the track.",templates/trance-vocal-electronic-dance-music_0001.txt
"Club, EDM, House & Trance",trance-vocal-trance_0001,Trance / Vocal Trance,—,140 BPM; F# minor,"The piece opens with a submerged, atmospheric melancholy that gradually builds tension through swelling textures.",Singer A (Male).,"A bright, supersaw lead synthesizer carries the main melodic hook, entering forcefully at the first drop and returning for every subsequent chorus.",templates/trance-vocal-trance_0001.txt
Contemporary Folk & Acoustic,acoustic-folk-mandopop-ballad_0001,Acoustic Folk / Mandopop Ballad,east-asian-ballad-heritage,146 BPM; Bb major,"The piece opens with a solitary, contemplative mood established by sparse instrumentation.",Singer A (Male).,"A steel-string acoustic guitar plays a finger-picked arpeggio pattern, serving as the harmonic and rhythmic backbone from the very beginning to the end of the track.",templates/acoustic-folk-mandopop-ballad_0001.txt
Contemporary Folk & Acoustic,acoustic-folk-singer-songwriter_0001,Acoustic Folk / Singer-Songwriter,general-pop-ballad,128 BPM; C minor,"The piece opens with a solitary, contemplative atmosphere established by a lone acoustic instrument, creating an intimate and slightly melancholic mood.",Singer A (Male).,"A steel-string acoustic guitar serves as the sole harmonic and rhythmic foundation, present from the very first second to the final fade.",templates/acoustic-folk-singer-songwriter_0001.txt
Contemporary Folk & Acoustic,acoustic-folk-singer-songwriter_0002,Acoustic Folk / Singer-Songwriter,general-pop-ballad,82 BPM; C# minor,"The piece opens with a solitary, contemplative mood established by sparse instrumentation, creating an intimate and vulnerable atmosphere.",Singer A (Male).,"An acoustic guitar with a bright, finger-picked pattern serves as the harmonic and rhythmic backbone, present from the very first second through to the outro, occasionally shifting to strummed chords for emphasis.",templates/acoustic-folk-singer-songwriter_0002.txt
Contemporary Folk & Acoustic,acoustic-folk-singer-songwriter_0003,Acoustic Folk / Singer-Songwriter,general-pop-ballad,87 BPM; E major,"The piece opens with a quiet, introspective melancholy that remains consistent throughout the verses, creating a sense of stillness and reflection.","A single male vocalist delivers the lyrics with a soft, gentle baritone timbre that feels close and personal, characterized by a smooth, breathy quality.","A finger-picked acoustic guitar serves as the central harmonic and rhythmic foundation, present from the very beginning and continuing through to the end, providing a steady, arpeggiated pattern.",templates/acoustic-folk-singer-songwriter_0003.txt
Contemporary Folk & Acoustic,acoustic-folk-singer-songwriter_0004,Acoustic Folk / Singer-Songwriter,general-pop-ballad,72 BPM; C major,"The piece opens with a quiet, contemplative narrative tone that remains consistent throughout the verses, fostering an intimate storytelling atmosphere.","A solo male vocalist delivers the performance with a warm, slightly husky baritone timbre.","A single nylon-string acoustic guitar serves as the sole harmonic and rhythmic foundation, present from the very first second to the final fade-out.",templates/acoustic-folk-singer-songwriter_0004.txt
Contemporary Folk & Acoustic,acoustic-pop-folk-ballad_0001,Acoustic Pop / Folk Ballad,roots-traditional-global,182 BPM; A minor,"The piece opens with a gentle, intimate melancholy, establishing a reflective mood through sparse instrumentation.",Singer A (Male).,"A nylon-string acoustic guitar serves as the harmonic and rhythmic backbone, utilizing intricate finger-picking patterns in the verses and transitioning to fuller strumming in the choruses.",templates/acoustic-pop-folk-ballad_0001.txt
Contemporary Folk & Acoustic,acoustic-pop-singer-songwriter_0001,Acoustic Pop / Singer-Songwriter,general-pop-ballad,82 BPM; Eb major,"The piece opens with a solitary, haunting vulnerability that gradually accumulates emotional weight through the verses.","A single female vocalist delivers the performance with a clear, breathy timbre in the lower register that transitions into a powerful, resonant belt in the upper register.",A steel-string acoustic guitar provides the core harmonic and rhythmic foundation throughout the entire track.,templates/acoustic-pop-singer-songwriter_0001.txt
Contemporary Folk & Acoustic,contemporary-folk-chamber-folk_0001,Contemporary Folk / Chamber Folk,roots-traditional-global,136 BPM; C minor,"The piece opens with a somber, reflective atmosphere established by a solitary bowed instrument, setting a tone of quiet introspection.",Singer A (Male).,A solo cello serves as the harmonic and melodic anchor throughout the entire track.,templates/contemporary-folk-chamber-folk_0001.txt
Contemporary Folk & Acoustic,contemporary-folk-chamber-pop_0001,Contemporary Folk / Chamber Pop,general-pop-ballad,120 BPM; Bb major,"The piece opens with a gentle, narrative intimacy that feels reflective and storytelling-focused.",Singer A (Male).,"A piano serves as the harmonic anchor, playing arpeggiated figures and chordal support from the very beginning to the end.",templates/contemporary-folk-chamber-pop_0001.txt
Contemporary Folk & Acoustic,contemporary-folk-gospel-influenced-ballad_0001,Contemporary Folk / Gospel-Influenced Ballad,soul-blues-gospel,78 BPM; C major,"The piece opens with a serene, contemplative atmosphere that suggests safety and reflection.","The track features a Lead Male Vocalist with a warm, resonant baritone texture that conveys sincerity and stability.","An acoustic piano serves as the harmonic backbone throughout the entire track, playing arpeggiated figures in the verses and transitioning to fuller, block chords in the choruses to drive the emotional momentum.",templates/contemporary-folk-gospel-influenced-ballad_0001.txt
Contemporary Folk & Acoustic,contemporary-folk-indie-pop_0001,Contemporary Folk / Indie Pop,general-pop-ballad,88 BPM; Bb major,"The piece opens with an intimate, reflective vulnerability that gradually gathers momentum through the pre-chorus.",Singer A (Male).,"An acoustic guitar serves as the harmonic backbone, starting with a delicate finger-picked pattern in the intro and verses, then transitioning to a vigorous, rhythmic strumming technique that drives the energy in the…",templates/contemporary-folk-indie-pop_0001.txt
Contemporary Folk & Acoustic,contemporary-folk-singer-songwriter_0001,Contemporary Folk / Singer-Songwriter,general-pop-ballad,86 BPM; C minor,"The piece opens with a solitary, contemplative mood that gradually expands into a warm, hopeful narrative as the arrangement thickens.",Singer A (Male).,"An acoustic guitar played with a delicate finger-picking pattern serves as the harmonic and rhythmic backbone, present from the very beginning and continuing through to the end.",templates/contemporary-folk-singer-songwriter_0001.txt
Contemporary Folk & Acoustic,contemporary-folk-singer-songwriter_0002,Contemporary Folk / Singer-Songwriter,general-pop-ballad,115 BPM; D major,"The piece opens with a contemplative and grounded intimacy, establishing a narrative tone that feels both ancient and immediate.","A single male vocalist delivers the performance with a warm, resonant baritone timbre.","A grand piano serves as the harmonic backbone, playing arpeggiated figures and block chords from the very beginning to the end.",templates/contemporary-folk-singer-songwriter_0002.txt
Contemporary Folk & Acoustic,contemporary-folk-singer-songwriter_0003,Contemporary Folk / Singer-Songwriter,general-pop-ballad,171 BPM; C# major,"The piece opens with a serene, contemplative mood that evokes a sense of freedom and vastness.","A single male vocalist delivers the performance with a warm, clear baritone timbre that carries a gentle, weathered texture suitable for storytelling.","An acoustic guitar serves as the harmonic backbone throughout the entire track, utilizing a mix of finger-picking patterns in the verses and fuller strumming techniques in the choruses to drive the dynamic shifts.",templates/contemporary-folk-singer-songwriter_0003.txt
Contemporary Folk & Acoustic,contemporary-folk-singer-songwriter_0004,Contemporary Folk / Singer-Songwriter,general-pop-ballad,158 BPM; Eb major,"The piece opens with a gentle, wistful introspection that remains consistent through the verses, evoking a sense of quiet longing.",Singer A (Male).,"A steel-string acoustic guitar played with a delicate finger-picking technique serves as the harmonic and rhythmic backbone, present from the very first second through to the final fade.",templates/contemporary-folk-singer-songwriter_0004.txt
Contemporary Folk & Acoustic,folk-pop-acoustic-ballad_0001,Folk Pop / Acoustic Ballad,roots-traditional-global,72 BPM; Bb major,"The piece opens with a solitary, introspective mood that feels fragile and quiet.",Singer A (Female).,"A steel-string acoustic guitar played with a delicate finger-picking technique serves as the harmonic and rhythmic backbone, present from the very first second and continuing uninterrupted through to the outro.",templates/folk-pop-acoustic-ballad_0001.txt
Contemporary Folk & Acoustic,folk-pop-acoustic-ballad_0002,Folk Pop / Acoustic Ballad,roots-traditional-global,73 BPM; Bb major,"The piece opens with a gentle, storytelling atmosphere that feels intimate and slightly wistful.",Singer A (Male).,"A finger-picked acoustic guitar serves as the harmonic and rhythmic backbone, present from the very beginning to the end.",templates/folk-pop-acoustic-ballad_0002.txt
Contemporary Folk & Acoustic,folk-pop-acoustic-ballad_0003,Folk Pop / Acoustic Ballad,roots-traditional-global,71 BPM; C major,"The piece opens with a solitary, intimate melancholy, establishing a reflective tone that remains consistent through the initial verses.",Singer A (Male).,"A finger-picked acoustic guitar serves as the foundational harmonic and melodic instrument, present from the very beginning and continuing through to the end, providing a steady, arpeggiated pulse.",templates/folk-pop-acoustic-ballad_0003.txt
Contemporary Folk & Acoustic,folk-pop-acoustic-ballad_0004,Folk Pop / Acoustic Ballad,roots-traditional-global,83 BPM; Bb major,"The piece opens with a solitary, introspective mood that feels like a quiet confession.",Singer A (Male).,"An acoustic guitar with a bright, finger-picked pattern serves as the harmonic backbone, present from the very beginning and continuing through to the end.",templates/folk-pop-acoustic-ballad_0004.txt
Contemporary Folk & Acoustic,folk-pop-children-s-music_0001,Folk Pop / Children's Music,general-pop-ballad,133 BPM; Eb major,"The track opens with a whimsical and narrative tone, establishing a storytelling atmosphere that feels both gentle and engaging.",Singer A (Male).,"A bright acoustic piano serves as the harmonic backbone throughout the entire track, playing rhythmic chord stabs in the verses and flowing arpeggios in the choruses.",templates/folk-pop-children-s-music_0001.txt
Contemporary Folk & Acoustic,folk-pop-indie-acoustic_0001,Folk Pop / Indie Acoustic,roots-traditional-global,130 BPM; G major,"The track opens with a breezy, optimistic atmosphere that establishes a sense of adventure.",Singer A (Male).,"A bright, strummed acoustic guitar serves as the rhythmic and harmonic backbone, present from the very first second and driving the song through to the end.",templates/folk-pop-indie-acoustic_0001.txt
Contemporary Folk & Acoustic,folk-pop-soft-rock-ballad_0001,Folk Pop / Soft Rock Ballad,pop-alternative-rock,94 BPM; D major,"The piece opens with a wistful and dreamlike atmosphere, establishing a sense of quiet longing through sparse instrumentation.",Singer A (Male) and Singer B (Female).,"A nylon-string acoustic guitar plays a delicate, finger-picked arpeggio pattern that serves as the harmonic backbone from the Intro through the Outro, providing a constant, rhythmic pulse.",templates/folk-pop-soft-rock-ballad_0001.txt
Contemporary Folk & Acoustic,indie-folk-acoustic-ballad_0001,Indie Folk / Acoustic Ballad,roots-traditional-global,78 BPM; C major,"The piece opens with a somber, intimate atmosphere that gradually builds in intensity and urgency as the arrangement thickens.",Singer A (Male).,"A finger-picked acoustic guitar serves as the harmonic and rhythmic backbone, present from the very beginning and continuing through to the end, providing a consistent, grounding pulse.",templates/indie-folk-acoustic-ballad_0001.txt
Contemporary Folk & Acoustic,indie-folk-acoustic-ballad_0002,Indie Folk / Acoustic Ballad,roots-traditional-global,87 BPM; Bb major,"The piece opens with a hushed, solitary atmosphere that establishes a tone of quiet melancholy.",Singer A (Male).,"A finger-picked acoustic guitar serves as the harmonic and rhythmic backbone, present from the very beginning and continuing through to the end, providing a steady, arpeggiated pattern.",templates/indie-folk-acoustic-ballad_0002.txt
Contemporary Folk & Acoustic,indie-folk-acoustic-ballad_0003,Indie Folk / Acoustic Ballad,roots-traditional-global,75 BPM; C major,"The piece opens with a solitary, contemplative mood established by sparse instrumentation, maintaining a sense of quiet introspection throughout the verses.",Singer A (Male).,"A finger-picked acoustic guitar serves as the harmonic and rhythmic backbone, present from the very beginning and continuing uninterrupted through to the end of the track.",templates/indie-folk-acoustic-ballad_0003.txt
Contemporary Folk & Acoustic,indie-folk-acoustic-ballad_0004,Indie Folk / Acoustic Ballad,roots-traditional-global,60 BPM; G major,"The piece opens with a solitary, intimate melancholy, establishing a tone of quiet reflection.",Singer A (Male).,"A finger-picked acoustic guitar serves as the core harmonic and rhythmic foundation, present from the very first second and continuing uninterrupted through to the final fade-out.",templates/indie-folk-acoustic-ballad_0004.txt
Contemporary Folk & Acoustic,indie-folk-acoustic-ballad_0005,Indie Folk / Acoustic Ballad,roots-traditional-global,78 BPM; Bb major,"The piece opens with a hushed, introspective melancholy, establishing a sense of solitude and stillness.",Singer A (Male).,"A finger-picked acoustic guitar serves as the harmonic and rhythmic backbone, present from the very beginning and continuing throughout the entire track, providing a steady, flowing arpeggio pattern.",templates/indie-folk-acoustic-ballad_0005.txt
Contemporary Folk & Acoustic,indie-folk-acoustic-ballad_0006,Indie Folk / Acoustic Ballad,roots-traditional-global,60 BPM; Bb major,"The piece opens with a hushed, intimate melancholy, establishing a sense of quiet solitude.","A single female vocalist delivers the performance with a soft, breathy, and crystalline timbre.","A finger-picked acoustic guitar serves as the harmonic backbone, present from the very first second and continuing through to the final fade-out, providing a consistent rhythmic and melodic pulse.",templates/indie-folk-acoustic-ballad_0006.txt
Contemporary Folk & Acoustic,indie-folk-acoustic-ballad_0007,Indie Folk / Acoustic Ballad,roots-traditional-global,87 BPM; C# major,"The piece opens with a somber, intimate atmosphere established by sparse instrumentation, maintaining a restrained and reflective tone through the verses.",Singer A (Male).,"A finger-picked acoustic guitar serves as the harmonic backbone, present from the very beginning to the end, providing a steady, arpeggiated pattern that drives the song's pulse.",templates/indie-folk-acoustic-ballad_0007.txt
Contemporary Folk & Acoustic,indie-folk-acoustic-ballad_0008,Indie Folk / Acoustic Ballad,roots-traditional-global,56 BPM; Bb major,"The piece opens with a solitary, introspective mood established by sparse instrumentation, creating a sense of quiet vulnerability.",Singer A (Female).,"A finger-picked acoustic guitar serves as the harmonic and rhythmic backbone, present from the very first second and continuing unbroken through to the outro.",templates/indie-folk-acoustic-ballad_0008.txt
Contemporary Folk & Acoustic,indie-folk-acoustic-pop_0001,Indie Folk / Acoustic Pop,—,150 BPM; Bb major,"The piece opens with a solitary, introspective mood that feels grounded and quiet.",Singer A (Male).,"An acoustic guitar with a finger-picked pattern serves as the harmonic and rhythmic backbone, present from the very beginning to the end.",templates/indie-folk-acoustic-pop_0001.txt
Contemporary Folk & Acoustic,indie-folk-acoustic-pop_0002,Indie Folk / Acoustic Pop,—,167 BPM; Eb major,"The piece opens with a solitary, introspective atmosphere that gradually accumulates emotional weight through the verses.","A single male vocalist delivers the performance with a clear, warm tenor timbre that carries a slight rasp, adding texture and emotional grit.","A steel-string acoustic guitar serves as the harmonic backbone, present from the very first second.",templates/indie-folk-acoustic-pop_0002.txt
Contemporary Folk & Acoustic,indie-folk-acoustic-pop_0003,Indie Folk / Acoustic Pop,—,87 BPM; G major,"The piece opens with a solitary, intimate atmosphere that feels contemplative and slightly melancholic.",Singer A (Male).,"An acoustic guitar with a finger-picked pattern serves as the harmonic backbone, present from the Intro through the Outro.",templates/indie-folk-acoustic-pop_0003.txt
Contemporary Folk & Acoustic,indie-folk-acoustic-pop_0004,Indie Folk / Acoustic Pop,—,158 BPM; Eb major,"The piece opens with a gentle, introspective mood established by sparse instrumentation, gradually building warmth and narrative depth as the arrangement thickens in the verses.",Singer A (Male).,"A finger-picked acoustic guitar serves as the harmonic backbone, present from the Intro through the Outro, providing a steady rhythmic and melodic foundation.",templates/indie-folk-acoustic-pop_0004.txt
Contemporary Folk & Acoustic,indie-folk-acoustic-pop_0005,Indie Folk / Acoustic Pop,—,79 BPM; Bb major,"The piece opens with a solitary, introspective mood that feels intimate and vulnerable.","A single male vocalist delivers the performance with a soft, breathy, and gentle tenor timbre.","A finger-picked acoustic guitar serves as the foundational harmonic and rhythmic element, present from the very beginning and continuing through to the end.",templates/indie-folk-acoustic-pop_0005.txt
Contemporary Folk & Acoustic,indie-folk-acoustic-pop_0006,Indie Folk / Acoustic Pop,—,158 BPM; C major,"The piece opens with a solitary, introspective mood established by sparse instrumentation, gradually building a sense of hopeful determination as the arrangement thickens.",Singer A (Male).,A steel-string acoustic guitar serves as the harmonic backbone throughout the entire track.,templates/indie-folk-acoustic-pop_0006.txt
Contemporary Folk & Acoustic,indie-folk-acoustic-pop_0007,Indie Folk / Acoustic Pop,—,158 BPM; G major,"The piece opens with a gentle, intimate atmosphere that gradually builds into an uplifting and reassuring anthem.",Singer A (Male) and Singer B (Female).,"A bright, finger-picked acoustic guitar serves as the harmonic backbone, present from the Intro to the Outro, providing a steady rhythmic pulse and melodic embellishments.",templates/indie-folk-acoustic-pop_0007.txt
Contemporary Folk & Acoustic,indie-folk-acoustic-pop_0008,Indie Folk / Acoustic Pop,—,90 BPM; F major,"The piece opens with a gentle, inquisitive atmosphere that feels like a personal discovery, maintaining a steady, narrative-driven warmth through the verses.",Singer A (Male).,"A bright, strummed ukulele serves as the core harmonic and rhythmic driver, present from the very first second and continuing uninterrupted through to the end, providing the song's characteristic buoyant pulse.",templates/indie-folk-acoustic-pop_0008.txt
Contemporary Folk & Acoustic,indie-folk-acoustic-pop_0009,Indie Folk / Acoustic Pop,—,167 BPM; A major,"The piece opens with a gentle, intimate atmosphere that feels reflective and slightly wistful.",Singer A (Female).,"A nylon-string acoustic guitar plays a consistent, finger-picked arpeggio pattern throughout the entire track, serving as the harmonic and rhythmic backbone.",templates/indie-folk-acoustic-pop_0009.txt
Contemporary Folk & Acoustic,indie-folk-acoustic-pop_0010,Indie Folk / Acoustic Pop,—,80 BPM; E major,"The piece opens with a solitary, contemplative mood that gradually expands into a warm, uplifting atmosphere as additional layers join.",Singer A (Male).,"An acoustic guitar playing a delicate finger-picked pattern serves as the harmonic and rhythmic backbone, present from the very beginning and continuing through to the end.",templates/indie-folk-acoustic-pop_0010.txt
Contemporary Folk & Acoustic,indie-folk-acoustic-pop_0011,Indie Folk / Acoustic Pop,—,167 BPM; Bb major,"The piece opens with a solitary, introspective melancholy, establishing a quiet and vulnerable atmosphere.",Singer A (Male).,"A finger-picked acoustic guitar serves as the harmonic and melodic backbone, present from the very beginning and continuing through to the end.",templates/indie-folk-acoustic-pop_0011.txt
Contemporary Folk & Acoustic,indie-folk-acoustic-pop_0012,Indie Folk / Acoustic Pop,—,176 BPM; Bb major,"The piece opens with a gentle, whimsical innocence that establishes a storytelling atmosphere.",Singer A (Female).,"A ukulele provides the core harmonic and rhythmic foundation, playing a steady, syncopated strumming pattern from the very beginning to the end of the track.",templates/indie-folk-acoustic-pop_0012.txt
Contemporary Folk & Acoustic,indie-folk-acoustic-pop_0013,Indie Folk / Acoustic Pop,—,176 BPM; Bb major,"The piece opens with a solitary, introspective melancholy that gradually accumulates layers of emotional weight.",Singer A (Female).,"An acoustic guitar provides the foundational harmonic rhythm with a gentle finger-picking pattern, present from the very beginning and continuing through the entire track as the structural backbone.",templates/indie-folk-acoustic-pop_0013.txt
Contemporary Folk & Acoustic,indie-folk-acoustic-pop_0014,Indie Folk / Acoustic Pop,—,100 BPM; Bb major,"The piece opens with a solitary, introspective mood that feels grounded and earthy.",Singer A (Female).,A steel-string acoustic guitar serves as the harmonic backbone throughout the entire track.,templates/indie-folk-acoustic-pop_0014.txt
Contemporary Folk & Acoustic,indie-folk-acoustic-pop_0015,Indie Folk / Acoustic Pop,—,90 BPM; Eb major,"The piece opens with a gentle, intimate melancholy that gradually swells into a hopeful and expansive emotional peak during the choruses.",Singer A (Male) and Singer B (Female).,"A finger-picked acoustic guitar serves as the harmonic backbone, present from the very beginning and continuing through to the end, providing a consistent rhythmic pulse.",templates/indie-folk-acoustic-pop_0015.txt
Contemporary Folk & Acoustic,indie-folk-acoustic-pop_0016,Indie Folk / Acoustic Pop,—,85 BPM; Bb major,"The piece opens with a solitary, introspective mood that gradually accumulates layers of warmth and communal resonance.","A single Male vocalist delivers the performance with a soft, breathy baritone timbre that feels intimate and close-miked.","A finger-picked acoustic guitar serves as the harmonic and rhythmic backbone, present from the very first second and continuing through to the final fade-out.",templates/indie-folk-acoustic-pop_0016.txt
Contemporary Folk & Acoustic,indie-folk-acoustic-singer-songwriter_0001,Indie Folk / Acoustic Singer-Songwriter,roots-traditional-global,83 BPM; Eb major,"The piece opens with a solitary, contemplative mood that feels intimate and slightly melancholic.",Singer A (Male).,"A finger-picked acoustic guitar serves as the harmonic and rhythmic backbone, present from the very beginning and continuing through to the end, providing a consistent, flowing arpeggio pattern.",templates/indie-folk-acoustic-singer-songwriter_0001.txt
Contemporary Folk & Acoustic,indie-folk-acoustic-singer-songwriter_0002,Indie Folk / Acoustic Singer-Songwriter,roots-traditional-global,63 BPM; C major,"The piece opens with a solitary, contemplative mood that feels intimate and grounded.",Singer A (Male) and Singer B (Female).,"A finger-picked acoustic guitar serves as the foundational harmonic and melodic instrument, present from the Intro through to the Outro, providing a steady, rhythmic pulse.",templates/indie-folk-acoustic-singer-songwriter_0002.txt
Contemporary Folk & Acoustic,indie-folk-acoustic-singer-songwriter_0003,Indie Folk / Acoustic Singer-Songwriter,roots-traditional-global,92 BPM; Bb minor,"The piece opens with a fragile, introspective melancholy, establishing a sense of solitude through sparse instrumentation.","A solo female vocalist delivers the performance with a soft, breathy, and clear timbre that feels intimate and vulnerable.","A finger-picked acoustic guitar serves as the harmonic and rhythmic backbone, present from the very beginning and continuing through to the end, providing a steady, intricate pattern.",templates/indie-folk-acoustic-singer-songwriter_0003.txt
Contemporary Folk & Acoustic,indie-folk-ambient-acoustic_0001,Indie Folk / Ambient Acoustic,roots-traditional-global,102 BPM; C minor,"The piece opens with a fragile, ethereal atmosphere that establishes a tone of deep introspection and vulnerability.","A solo female vocalist delivers the performance with a soft, breathy, and resonant timbre.","A finger-picked acoustic guitar serves as the harmonic and rhythmic backbone, present from the very beginning to the end.",templates/indie-folk-ambient-acoustic_0001.txt
Contemporary Folk & Acoustic,indie-folk-ambient-pop_0001,Indie Folk / Ambient Pop,electronic-synth-ambient-pop,71 BPM; Bb major,"The piece opens with a hushed, meditative intimacy that gradually accumulates weight and solemnity.","A single male vocalist delivers the performance with a soft, breathy, and resonant baritone timbre that conveys vulnerability and earnestness.","A resonant acoustic piano serves as the harmonic backbone, playing slow, deliberate chords from the introduction through to the final fade-out, anchoring the song's melancholic mood.",templates/indie-folk-ambient-pop_0001.txt
Contemporary Folk & Acoustic,indie-folk-ambient-pop_0002,Indie Folk / Ambient Pop,electronic-synth-ambient-pop,63 BPM; C major,"The piece opens with a fragile, intimate melancholy, establishing a sense of vulnerability through sparse instrumentation.","A single Male vocalist delivers the performance with a soft, breathy, and emotive timbre that conveys deep vulnerability.","An acoustic guitar serves as the harmonic backbone throughout the entire track, utilizing a delicate finger-picking pattern in the verses that transitions into broader, rhythmic strumming during the choruses to drive…",templates/indie-folk-ambient-pop_0002.txt
Contemporary Folk & Acoustic,indie-folk-anthem-rock_0001,Indie Folk / Anthem Rock,pop-alternative-rock,79 BPM; G major,"The piece begins with a solitary, introspective mood characterized by sparse instrumentation and a narrative vocal delivery.",Singer A (Male).,"An acoustic guitar serves as the foundational harmonic instrument, present from the very beginning with a steady, rhythmic strumming pattern that anchors the entire track.",templates/indie-folk-anthem-rock_0001.txt
Contemporary Folk & Acoustic,indie-folk-anthemic-pop_0001,Indie Folk / Anthemic Pop,general-pop-ballad,125 BPM; D major,"The piece opens with a serene, hushed atmosphere that evokes a sense of quiet stillness and anticipation.",Singer A (Male).,"A bright, steel-string acoustic guitar playing a rhythmic strumming pattern serves as the harmonic backbone, present from the Intro through to the Outro.",templates/indie-folk-anthemic-pop_0001.txt
Contemporary Folk & Acoustic,indie-folk-anthemic-pop_0002,Indie Folk / Anthemic Pop,general-pop-ballad,85 BPM; D major,"The piece opens with an intimate, reassuring tone that gradually builds in intensity and conviction.",Singer A (Male).,"A bright, steel-string acoustic guitar playing a steady, rhythmic strumming pattern serves as the harmonic backbone, present from the very first second through to the outro, anchoring the song's folk identity.",templates/indie-folk-anthemic-pop_0002.txt
Contemporary Folk & Acoustic,indie-folk-blues-rock_0001,Indie Folk / Blues Rock,soul-blues-gospel,100 BPM; C minor,"The piece opens with a solitary, intimate atmosphere that feels reflective and slightly weary.",Singer A (Male).,"An acoustic guitar with a bright, percussive strumming pattern serves as the harmonic backbone throughout the entire track, driving the rhythm and chord progression.",templates/indie-folk-blues-rock_0001.txt
